Name complex,Geo,State of house,Rooms amount,"Squares,м²",Metro,"Time to metro,мин.","Price,₽",Data
ЖК «Полет»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Полет жилой комплекс",Новостройка,1-комн. квартира,"32,32 ",Шушары,12 ,4 236 600 ,02.10
ЖК «ЦДС Приневский»,"Санкт-Петербург, р-н Невский, Народный, ул. Русановская, 28",Новостройка,Студия,"19,7 ",Пролетарская,10 ,4 259 035 ,15.10
ЖК «Аквилон All In 3.0»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары",Новостройка,Студия,"25,76 ",Купчино,3 ,4 250 798 ,11.10
ЖК «Аэросити Club (Аэросити Клаб)»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Аэросити Клаб жилой комплекс",Новостройка,1-комн. квартира,"28,32 ",Звездная,10 ,4 256 496 ,11.10
ЖК «Аквилон All In 3.0»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары",Новостройка,Студия,"23,07 ",Купчино,3 ,4 291 758 ,11.10
ЖК «Granholm Village (Гранхолм Вилладж)»,"Санкт-Петербург, р-н Курортный, мкр. Зеленогорск, ул. Строителей, 3к1",Новостройка,Студия,"25,2 ",,,4 284 000 ,12.09
ЖК «Granholm Village (Гранхолм Вилладж)»,"Санкт-Петербург, р-н Курортный, мкр. Зеленогорск, ул. Строителей, 3к2",Новостройка,Студия,"26,8 ",,,4 288 000 ,11.09
ЖК «Аквилон All In 3.0»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары",Новостройка,Студия,"26,89 ",Купчино,3 ,4 343 897 ,11.10
ЖК «Аэросити 3»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Аэросити 3 жилой комплекс",Новостройка,Студия,"24,15 ",Купчино,7 ,4 347 000 ,09.10
ЖК «Granholm Village (Гранхолм Вилладж)»,"Санкт-Петербург, р-н Курортный, мкр. Зеленогорск, ул. Строителей, 3к1",Новостройка,Студия,"25,5 ",,,4 335 000 ,13.09
ЖК «Полет»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Полет жилой комплекс",Новостройка,1-комн. квартира,"36,26 ",Шушары,12 ,4 386 200 ,02.10
ЖК «ЮгТаун. Олимпийские кварталы»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, ЮгТаун жилой комплекс",Новостройка,Студия,"26,88 ",Звездная,14 ,4 399 774 ,13.10
ЖК «Аэросити Club (Аэросити Клаб)»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Аэросити Клаб жилой комплекс",Новостройка,1-комн. квартира,"30,23 ",Звездная,10 ,4 353 120 ,11.10
ЖК «UP-квартал Новый Московский»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Ап-квартал Новый Московский жилой комплекс",Новостройка,1-комн. квартира,32 ,Шушары,16 ,4 368 320 ,10.10
ЖК «Полет»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Полет жилой комплекс",Новостройка,1-комн. квартира,"34,8 ",Шушары,12 ,4 385 000 ,02.10
ЖК «Полис Приморский 2»,"Санкт-Петербург, р-н Приморский, Юнтолово, Полис Приморский 2 жилой комплекс",Новостройка,Студия,"21,57 ",Комендантский проспект,11 ,4 444 888 ,11.10
ЖК «Парадный ансамбль»,"Санкт-Петербург, р-н Московский, Пулковский меридиан, Пулковское ш., 99к6",Новостройка,Студия,"24,48 ",Шушары,16 ,4 400 122 ,13.10
ЖК «Univer City. Город возможностей»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Универ Сити жилой комплекс",Новостройка,Студия,"21,91 ",Шушары,20 ,4 400 174 ,14.10
ЖК «ЮгТаун. Олимпийские кварталы»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, ЮгТаун жилой комплекс",Новостройка,Студия,"24,79 ",Звездная,14 ,4 438 650 ,13.10
ЖК «Полет»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Полет жилой комплекс",Новостройка,1-комн. квартира,"36,72 ",Шушары,12 ,4 441 400 ,11.10
ЖК «Zoom на Неве (Зум на Неве)»,"Санкт-Петербург, р-н Невский, Невский, Зум на Неве жилой комплекс",Новостройка Апартаменты,Апартаменты-студия,"27,94 ",Елизаровская,17 ,4 402 352 ,11.10
ЖК «ЮгТаун. Олимпийские кварталы»,"Санкт-Петербург, р-н Московский, Пулковский меридиан, Шушары поселок, Пулковское ш.",Новостройка,Студия,26 ,Звездная,14 ,4 400 000 ,11.10
ЖК «UP-квартал Новый Московский»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Ап-квартал Новый Московский жилой комплекс",Новостройка,1-комн. квартира,"32,68 ",Шушары,16 ,4 433 368 ,09.10
ЖК «Полет»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Полет жилой комплекс",Новостройка,1-комн. квартира,"41,56 ",Шушары,12 ,4 440 360 ,02.10
ЖК «Granholm Village (Гранхолм Вилладж)»,"Санкт-Петербург, р-н Курортный, мкр. Зеленогорск, ул. Строителей, 3к2",Новостройка,Студия,"27,5 ",,,4 400 000 ,11.09
ЖК «Живи! в Рыбацком»,"Санкт-Петербург, р-н Невский, Рыбацкое, Живи в Рыбацком жилой комплекс, к76.1",Новостройка,Студия,"21,68 ",Рыбацкое,7 ,4 485 000 ,15.10
ЖК «Parkolovo (Парколово)»,"Санкт-Петербург, р-н Выборгский, мкр. Парголово, Пригородный территория",Новостройка,Студия,"27,67 ",Парнас,13 ,4 460 943 ,15.10
ЖК «Аэросити 5»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Аэросити 5 жилой комплекс",Новостройка,1-комн. квартира,"30,5 ",Купчино,7 ,4 483 500 ,11.10
ЖК «Аквилон All In 3.0»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары",Новостройка,Студия,"28,15 ",Купчино,3 ,4 474 495 ,11.10
ЖК «Simple (Симпл)»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, просп. Новгородский, 2к3",Новостройка,Студия,"24,9 ",Купчино,5 ,4 482 000 ,29.09
ЖК «Полет»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Московское ш., 262к4",Новостройка,1-комн. квартира,"36,9 ",Шушары,16 ,4 463 000 ,05.10
ЖК «Simple (Симпл)»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, просп. Новгородский, 2к3",Новостройка,Студия,"23,4 ",Купчино,6 ,4 492 800 ,29.09
ЖК «Аэросити 5»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Аэросити 5 жилой комплекс",Новостройка,1-комн. квартира,"29,92 ",Купчино,7 ,4 547 840 ,11.10
ЖК «Парадный ансамбль»,"Санкт-Петербург, р-н Московский, Пулковский меридиан, Парадный ансамбль жилой комплекс",Новостройка,Студия,"24,6 ",Шушары,15 ,4 500 082 ,13.10
ЖК «Курортный Квартал»,"Санкт-Петербург, р-н Курортный, мкр. Песочный, Курортный квартал жилой комплекс, 3",Новостройка,Студия,"22,6 ",Парнас,23 ,4 595 000 ,15.10
ЖК «Zoom Черная Речка (Зум Черная Речка)»,"Санкт-Петербург, р-н Приморский, Чёрная речка, Коломяжский просп., 4",Новостройка Апартаменты,Апартаменты-студия,"21,5 ",Черная речка,11 ,4 596 162 ,12.10
